,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,11,0.62733,0.60719,0.71074,0.76975,0.78318,0.79039,0.7847,0.79523,0.78024,0.80272,0.81357
roc_auc,12,0.54804,0.5845,0.67079,0.72579,0.74087,0.74275,0.732,0.73391,0.75673,0.7503,0.76695
roc_auc,13,0.60955,0.57706,0.68377,0.74639,0.75585,0.76449,0.7646,0.76874,0.77278,0.77583,0.78389
roc_auc,14,0.64771,0.65966,0.71853,0.78724,0.7729,0.78023,0.79975,0.7769,0.78188,0.77513,0.78547
roc_auc,15,0.66308,0.66105,0.70828,0.7077,0.74105,0.71527,0.73757,0.73785,0.72403,0.73309,0.74105
roc_auc,16,0.5882,0.60189,0.69034,0.72277,0.74509,0.71808,0.71403,0.72068,0.73127,0.74524,0.74883
roc_auc,17,0.55437,0.59983,0.73282,0.77136,0.80053,0.79758,0.77735,0.78553,0.76979,0.76953,0.78589
roc_auc,18,0.61445,0.63018,0.71612,0.76802,0.75671,0.77171,0.78703,0.78567,0.79356,0.77751,0.79473
roc_auc,19,0.64343,0.57692,0.63864,0.72307,0.71538,0.70211,0.74404,0.72585,0.73407,0.74677,0.74393
roc_auc,20,0.59315,0.55337,0.69642,0.75449,0.76962,0.75099,0.73121,0.74354,0.75426,0.75239,0.77735
roc_auc,21,0.58262,0.61371,0.70108,0.73698,0.75959,0.7693,0.78394,0.80247,0.79258,0.782,0.77219
roc_auc,22,0.58953,0.60081,0.65502,0.6984,0.68238,0.65656,0.68232,0.67242,0.68012,0.68689,0.70255
roc_auc,23,0.59126,0.63145,0.73371,0.784,0.7922,0.79083,0.78027,0.7948,0.79895,0.78709,0.77641
roc_auc,24,0.62208,0.59867,0.70952,0.68997,0.71968,0.72915,0.75452,0.75214,0.7532,0.76084,0.7523
roc_auc,25,0.6175,0.597,0.6541,0.72961,0.72953,0.70462,0.71753,0.7305,0.7508,0.72432,0.72865
roc_auc,26,0.63244,0.63979,0.72669,0.80353,0.79925,0.77425,0.79032,0.78256,0.78203,0.80557,0.78945
roc_auc,27,0.60987,0.60795,0.68967,0.76991,0.78555,0.78436,0.80386,0.79425,0.77486,0.7886,0.78018
roc_auc,28,0.58576,0.56864,0.66715,0.72496,0.73307,0.72117,0.70188,0.70878,0.70985,0.69024,0.70064
roc_auc,29,0.61601,0.62655,0.71189,0.74654,0.76956,0.78968,0.76252,0.76873,0.76005,0.74435,0.77062
roc_auc,30,0.61357,0.58922,0.68815,0.74081,0.77403,0.76744,0.75771,0.76517,0.75763,0.77314,0.75984
roc_auc,31,0.59097,0.60831,0.70052,0.74566,0.75623,0.73407,0.75016,0.7407,0.73468,0.7337,0.74709
roc_auc,32,0.63383,0.65333,0.77467,0.7922,0.78926,0.7888,0.76818,0.77957,0.78188,0.76024,0.77905
roc_auc,33,0.59482,0.57035,0.61649,0.70155,0.70063,0.71202,0.71121,0.71105,0.73873,0.73428,0.76325
roc_auc,34,0.59913,0.60584,0.72734,0.79067,0.80683,0.79172,0.79051,0.77495,0.78297,0.7849,0.80611
roc_auc,35,0.57488,0.61134,0.70759,0.71486,0.7431,0.73303,0.72321,0.72575,0.68774,0.68898,0.70373
roc_auc,36,0.61729,0.62658,0.71261,0.77726,0.77812,0.79128,0.78414,0.77018,0.75882,0.7485,0.7563
roc_auc,37,0.63977,0.67285,0.75781,0.72284,0.75948,0.72411,0.73581,0.74535,0.75671,0.72318,0.75743
roc_auc,38,0.63085,0.60201,0.69477,0.73392,0.7475,0.73333,0.74077,0.74591,0.75457,0.76846,0.77661
roc_auc,39,0.57901,0.61466,0.7457,0.78399,0.78924,0.7749,0.77096,0.76147,0.76663,0.76086,0.75154
roc_auc,40,0.59062,0.62001,0.70245,0.73443,0.77508,0.77213,0.77003,0.79172,0.78016,0.79148,0.78214
roc_auc,41,0.58312,0.66335,0.73629,0.76139,0.76094,0.75788,0.76208,0.75266,0.75423,0.77013,0.74631
roc_auc,42,0.63396,0.58504,0.67187,0.73085,0.74378,0.75626,0.73471,0.72331,0.73564,0.74687,0.7508
roc_auc,43,0.62676,0.63623,0.67807,0.71612,0.75227,0.74467,0.72868,0.73291,0.74183,0.75511,0.76279
roc_auc,44,0.58937,0.62804,0.76785,0.80892,0.79812,0.83429,0.80885,0.79656,0.80645,0.80599,0.82476
roc_auc,45,0.57776,0.61312,0.71175,0.72076,0.76431,0.7398,0.74582,0.74121,0.73225,0.74639,0.73732
