,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,44,0.58937,0.79573,0.93029,0.92822,0.94189,0.95013,0.93417,0.94707,0.94267,0.93959,0.94646
roc_auc,45,0.57776,0.71677,0.85677,0.87851,0.88169,0.88295,0.89504,0.89629,0.89649,0.89227,0.88126
roc_auc,46,0.61331,0.76694,0.86093,0.87589,0.90256,0.90141,0.89738,0.90482,0.91045,0.90946,0.92264
roc_auc,47,0.57379,0.78556,0.89115,0.90725,0.89671,0.89792,0.87803,0.88218,0.88708,0.88603,0.90586
roc_auc,48,0.58816,0.79694,0.88069,0.90786,0.90696,0.9081,0.89183,0.90015,0.90985,0.91399,0.91875
roc_auc,49,0.5511,0.72453,0.8627,0.8765,0.87601,0.88995,0.88491,0.89829,0.89467,0.8904,0.90273
roc_auc,50,0.60707,0.79739,0.90409,0.8997,0.90498,0.92698,0.8957,0.91003,0.90584,0.91508,0.92186
roc_auc,51,0.67137,0.81124,0.88647,0.90692,0.90957,0.91648,0.91916,0.90994,0.90733,0.92423,0.92439
roc_auc,52,0.57661,0.79196,0.89819,0.89713,0.90494,0.8972,0.89995,0.9046,0.90079,0.89204,0.91325
roc_auc,53,0.58625,0.76289,0.87674,0.89858,0.90508,0.91354,0.92089,0.9133,0.9159,0.90558,0.93066
roc_auc,54,0.52731,0.77491,0.89345,0.9226,0.90433,0.92176,0.91552,0.91329,0.90982,0.91601,0.9167
roc_auc,55,0.63831,0.77591,0.89305,0.89807,0.90521,0.90233,0.89035,0.9004,0.90364,0.91327,0.91743
roc_auc,56,0.59231,0.76528,0.88816,0.92105,0.92091,0.92172,0.92557,0.92009,0.92096,0.9273,0.94025
roc_auc,57,0.63334,0.77119,0.90279,0.90237,0.90452,0.91827,0.89928,0.90119,0.92003,0.91935,0.91576
roc_auc,58,0.63516,0.73241,0.87114,0.87347,0.85974,0.8717,0.88226,0.88521,0.88917,0.88776,0.8937
roc_auc,59,0.63574,0.80015,0.90169,0.89265,0.89397,0.9031,0.89055,0.88036,0.88225,0.88807,0.899
roc_auc,60,0.58051,0.76065,0.91202,0.91783,0.92017,0.91222,0.91417,0.91361,0.91915,0.9222,0.93273
roc_auc,61,0.57739,0.79186,0.87906,0.90604,0.89271,0.90849,0.89311,0.89325,0.89699,0.89002,0.89994
roc_auc,62,0.63445,0.75362,0.87484,0.90128,0.8983,0.89776,0.88928,0.88635,0.9037,0.8948,0.89912
roc_auc,63,0.62952,0.74231,0.83576,0.86303,0.87589,0.8732,0.86361,0.86836,0.85662,0.8643,0.86686
roc_auc,64,0.6476,0.77099,0.86148,0.8589,0.8934,0.90287,0.8809,0.88073,0.88421,0.886,0.88639
roc_auc,65,0.56605,0.75571,0.8887,0.89966,0.90562,0.89797,0.90526,0.89171,0.90456,0.9033,0.90721
roc_auc,66,0.60301,0.79487,0.90414,0.91733,0.90516,0.90617,0.91246,0.91257,0.91204,0.92114,0.92604
roc_auc,67,0.61767,0.78763,0.89784,0.91431,0.90656,0.92483,0.92802,0.92366,0.92475,0.92341,0.92853
roc_auc,68,0.64413,0.76634,0.89703,0.9068,0.91583,0.91512,0.91595,0.90938,0.93231,0.93072,0.93225
roc_auc,69,0.59466,0.76774,0.8866,0.90693,0.90877,0.90895,0.90559,0.91552,0.92674,0.92788,0.92846
roc_auc,70,0.60045,0.7854,0.87336,0.88852,0.90617,0.89381,0.88007,0.88869,0.90752,0.90581,0.90903
roc_auc,71,0.55829,0.76837,0.86065,0.89261,0.88209,0.88876,0.88944,0.87614,0.89689,0.88035,0.89351
roc_auc,72,0.5912,0.79412,0.88642,0.89382,0.86217,0.89063,0.89592,0.88548,0.8901,0.88554,0.90274
roc_auc,73,0.64566,0.77276,0.90887,0.92242,0.92609,0.93687,0.93466,0.93361,0.93477,0.93992,0.94866
roc_auc,74,0.56162,0.75155,0.85047,0.87735,0.88208,0.87452,0.88721,0.87574,0.89122,0.8895,0.9009
roc_auc,75,0.64574,0.78881,0.88577,0.9143,0.90866,0.91105,0.91168,0.91287,0.90746,0.90768,0.90688
roc_auc,76,0.57601,0.78506,0.87811,0.89465,0.89706,0.90299,0.87367,0.88906,0.89541,0.90366,0.91181
