,,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10
roc_auc,93,0.58648,0.81056,0.88825,0.91412,0.93866,0.95131,0.95334,0.96007,0.95546,0.96067,0.95879
roc_auc,94,0.57927,0.7761,0.85148,0.85138,0.88073,0.90224,0.90682,0.90962,0.9061,0.91045,0.91441
roc_auc,95,0.49944,0.80062,0.86686,0.88325,0.90651,0.91726,0.92728,0.93083,0.92353,0.92589,0.93464
roc_auc,96,0.5691,0.7942,0.86896,0.89429,0.92063,0.9391,0.94551,0.95017,0.94832,0.94822,0.9546
roc_auc,97,0.60337,0.79733,0.86662,0.8831,0.89627,0.90587,0.92099,0.93305,0.91753,0.92001,0.92878
roc_auc,98,0.55923,0.80332,0.8905,0.90264,0.92504,0.94024,0.94956,0.94491,0.95198,0.94897,0.94368
roc_auc,99,0.59619,0.82349,0.8756,0.88299,0.90753,0.9183,0.92366,0.92629,0.92228,0.92262,0.91951
roc_auc,100,0.53801,0.79213,0.88638,0.90166,0.9312,0.93558,0.93416,0.93966,0.93446,0.93826,0.94191
roc_auc,101,0.55979,0.79798,0.85626,0.87234,0.88997,0.90733,0.91004,0.90784,0.91144,0.9136,0.9125
roc_auc,102,0.56947,0.79572,0.88612,0.90747,0.93198,0.94527,0.95317,0.95984,0.95856,0.96117,0.95887
roc_auc,103,0.607,0.79247,0.8586,0.86373,0.91117,0.92869,0.92985,0.9306,0.92491,0.92981,0.92879
roc_auc,104,0.58551,0.76335,0.84705,0.86801,0.89915,0.9219,0.92985,0.92978,0.92499,0.92582,0.93005
roc_auc,105,0.55958,0.79408,0.85902,0.8765,0.91172,0.9187,0.92465,0.93699,0.92922,0.929,0.94246
roc_auc,106,0.58603,0.81932,0.90355,0.90738,0.93159,0.94925,0.94234,0.95059,0.94995,0.95085,0.94744
roc_auc,107,0.55186,0.80879,0.85425,0.86636,0.90617,0.90353,0.90572,0.90109,0.90094,0.90917,0.91106
roc_auc,108,0.56672,0.79576,0.84157,0.84905,0.88346,0.91159,0.91344,0.91526,0.9183,0.9223,0.92262
roc_auc,109,0.60583,0.83297,0.89467,0.91046,0.91833,0.9156,0.92719,0.92249,0.91924,0.92401,0.92745
roc_auc,110,0.57734,0.78666,0.84951,0.87401,0.9169,0.92092,0.92227,0.93122,0.92828,0.92612,0.92683
roc_auc,111,0.55217,0.81318,0.91054,0.91927,0.94319,0.95088,0.96183,0.95511,0.95615,0.95873,0.96219
roc_auc,112,0.57094,0.80963,0.88716,0.90141,0.93944,0.94571,0.95511,0.95723,0.95458,0.95114,0.96312
roc_auc,113,0.58259,0.83388,0.90595,0.90427,0.92423,0.94086,0.946,0.94099,0.94649,0.94854,0.94996
roc_auc,114,0.61712,0.7626,0.85842,0.88633,0.90701,0.92138,0.9265,0.92996,0.92794,0.91774,0.92461
roc_auc,115,0.5666,0.81182,0.86666,0.87945,0.90216,0.92297,0.92997,0.92982,0.9238,0.92876,0.91545
roc_auc,116,0.53833,0.80602,0.86274,0.87781,0.90973,0.92871,0.92911,0.93031,0.92638,0.92388,0.93018
roc_auc,117,0.55575,0.80277,0.87304,0.87752,0.90886,0.92036,0.92948,0.9286,0.92422,0.93083,0.93567
roc_auc,118,0.59432,0.79834,0.88413,0.89826,0.91311,0.92012,0.92097,0.9249,0.92489,0.91485,0.91965
roc_auc,119,0.59827,0.7929,0.84473,0.85853,0.89154,0.92077,0.92251,0.93436,0.93246,0.92914,0.93046
